CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,target,Age,Unemployed,Years_Employed
F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,46,0,10.471232876712328
F,0,1,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Core staff,3.0,0,30,0,6.887671232876713
M,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,49,0,9.523287671232875
M,1,0,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,24,0,4.2904109589041095
F,0,0,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1.0,0,54,0,3.676712328767124
M,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,4.0,0,26,0,2.33972602739726
F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,63,1,0.0
F,1,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,37,0,7.027397260273973
M,0,0,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Laborers,4.0,0,45,0,8.46027397260274
F,1,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,46,0,5.441095890410959
F,1,0,1,175500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Laborers,2.0,0,32,0,13.652054794520549
F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,52,1,0.0
M,1,0,3,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,5.0,0,29,0,5.298630136986302
F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,3.0,0,27,0,6.331506849315068
F,0,1,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,3.0,0,27,0,3.72054794520548
F,0,0,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,1,0,0,0,Accountants,1.0,0,31,0,5.4301369863013695
F,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,3.0,0,29,0,10.597260273972603
F,1,0,0,270000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,2.0,0,54,0,3.3835616438356166
M,1,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2.0,0,42,0,10.96986301369863
M,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,Unknown,1.0,0,37,0,0.8794520547945206
M,0,1,0,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,28,0,0.2958904109589041
M,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2.0,0,27,0,5.452054794520548
F,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,45,0,5.706849315068493
F,1,0,1,112500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,0,27,0,4.432876712328767
F,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2.0,0,54,0,6.046575342465753
F,0,1,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,60,1,0.0
F,0,1,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Medicine staff,2.0,0,36,0,10.547945205479452
F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,58,1,0.0
F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1.0,0,65,1,0.0
F,0,1,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,62,1,0.0
F,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,29,0,6.441095890410959
F,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4.0,0,34,0,11.221917808219178
F,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,24,0,1.868493150684932
F,0,1,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,2.0,0,49,0,4.964383561643835
M,0,0,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,1,0,Unknown,1.0,0,26,0,0.6
F,0,1,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,2.0,0,40,0,7.032876712328767
F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,48,0,10.421917808219176
F,0,0,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,64,1,0.0
F,0,0,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,36,0,7.4520547945205475
M,1,0,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Laborers,2.0,0,30,0,9.849315068493151
F,0,1,2,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,4.0,0,27,0,7.410958904109589
F,0,1,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,4.0,0,30,0,4.76986301369863
M,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,35,0,2.652054794520548
F,0,0,1,202500.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,Unknown,3.0,0,33,0,2.1726027397260275
M,1,0,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3.0,0,33,0,0.536986301369863
F,1,1,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2.0,0,35,0,9.38082191780822
F,0,0,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Accountants,2.0,0,43,0,12.295890410958904
M,1,0,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,23,0,0.4712328767123288
F,0,0,0,74250.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,0,54,0,8.605479452054794
F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,65,1,0.0
F,0,0,1,225000.0,State servant,Higher education,Civil marriage,House / apartment,1,0,1,0,Medicine staff,3.0,0,30,0,4.898630136986301
M,1,0,0,252000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2.0,0,41,0,14.52054794520548
F,1,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2.0,0,42,0,4.446575342465754
M,1,1,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,1,Unknown,2.0,0,32,0,5.013698630136986
M,1,1,1,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,3.0,0,44,0,5.594520547945206
F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0,53,0,11.134246575342466
F,0,1,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,60,1,0.0
F,0,1,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,1,1,Sales staff,2.0,0,35,0,0.9342465753424658
M,0,1,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,0,43,0,10.03835616438356
F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Drivers,2.0,0,46,0,9.128767123287671
F,1,1,2,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4.0,0,39,0,5.219178082191781
M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1.0,0,47,0,6.131506849315069
F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cleaning staff,1.0,0,57,0,2.8767123287671232
F,0,1,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,52,0,28.73972602739726
M,0,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,64,1,0.0
F,0,0,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3.0,0,42,0,1.1561643835616435
F,0,0,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Cleaning staff,1.0,0,54,0,1.536986301369863
F,1,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,3.0,0,27,0,3.1726027397260275
M,0,1,2,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,3.0,0,31,0,11.01095890410959
F,0,1,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,3.0,0,31,0,3.2986301369863016
F,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,40,0,13.372602739726029
M,1,1,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2.0,0,49,0,1.5534246575342463
F,1,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,3.0,0,42,0,7.873972602739726
F,1,0,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,3.0,0,39,0,2.232876712328767
M,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Secretaries,2.0,0,59,0,5.945205479452055
F,1,0,2,270000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Managers,4.0,0,36,0,6.301369863013699
F,0,1,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,59,1,0.0
F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,64,1,0.0
F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,55,1,0.0
M,1,0,2,247500.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,4.0,0,33,0,0.5342465753424658
F,0,0,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3.0,0,44,0,5.367123287671233
F,0,1,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Private service staff,1.0,0,49,0,7.602739726027397
M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,31,0,10.676712328767124
F,1,1,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Core staff,2.0,0,52,0,16.545205479452054
M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,54,0,18.10958904109589
F,0,1,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,54,1,0.0
F,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3.0,0,26,0,4.958904109589041
F,0,1,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,42,0,2.4383561643835616
F,0,1,0,292500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,41,0,0.2958904109589041
F,0,0,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Sales staff,2.0,0,37,0,17.487671232876714
M,0,1,0,351000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Managers,2.0,0,33,0,2.194520547945205
F,0,1,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,4.0,0,43,0,1.8027397260273967
M,1,1,0,256500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,2.0,0,58,0,4.586301369863014
M,1,1,1,324000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3.0,0,30,0,8.715068493150685
F,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,IT staff,2.0,0,28,0,1.5452054794520549
F,0,1,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,5.0,0,41,0,4.558904109589041
F,0,1,0,101250.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Sales staff,1.0,0,27,0,4.967123287671233
F,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,23,0,5.027397260273973
F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,62,1,0.0
M,0,1,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,32,0,2.6356164383561644
F,1,0,1,450000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Unknown,3.0,0,54,1,0.0
F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,34,0,15.687671232876712
F,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,56,0,1.810958904109589
M,0,1,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,Managers,3.0,0,31,0,9.123287671232877
F,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,High skill tech staff,2.0,0,47,0,0.6794520547945205
M,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1.0,0,52,0,3.2054794520547945
F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,Unknown,2.0,0,54,1,0.0
M,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Laborers,1.0,0,27,0,5.849315068493151
F,0,1,0,51750.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,47,0,6.887671232876713
M,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,32,0,11.632876712328768
F,0,1,0,39600.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,60,1,0.0
F,0,1,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2.0,0,41,0,5.531506849315068
M,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2.0,0,29,0,2.0986301369863014
M,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2.0,0,38,0,4.287671232876712
M,1,0,0,135000.0,Working,Lower secondary,Married,Co-op apartment,1,1,1,0,Laborers,2.0,0,36,0,1.1945205479452057
F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,3.0,0,28,0,7.6
F,0,1,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,4.0,0,43,0,1.8027397260273967
F,0,1,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Core staff,3.0,0,26,0,7.972602739726027
M,0,1,1,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2.0,0,51,0,12.627397260273971
M,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2.0,0,43,0,2.747945205479452
F,1,0,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Unknown,2.0,0,47,0,6.4301369863013695
F,1,0,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3.0,0,37,0,4.597260273972603
F,0,1,0,135000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Unknown,2.0,0,35,0,4.4301369863013695
M,1,1,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,4.0,0,33,0,14.931506849315069
F,0,0,0,85500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1.0,0,65,1,0.0
M,0,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,4.0,0,48,0,1.8794520547945208
M,0,0,0,130500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,67,1,0.0
F,0,1,1,180000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,3.0,0,25,0,2.556164383561644
F,0,1,0,274500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2.0,0,58,0,7.8
F,0,1,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,1,Core staff,3.0,0,45,0,5.101369863013699
F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,1,59,1,0.0
M,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,49,0,4.216438356164384
F,0,0,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,4.0,0,40,0,3.1780821917808217
F,1,0,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3.0,0,38,0,10.69041095890411
F,1,1,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,59,0,4.098630136986301
F,0,1,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,66,1,0.0
F,0,1,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,4.0,0,37,0,0.5041095890410959
F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,51,1,0.0
F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1.0,0,63,1,0.0
M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0,38,0,2.5232876712328767
F,0,1,1,180000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Unknown,3.0,0,23,0,2.054794520547945
M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Unknown,1.0,0,23,0,0.5424657534246575
F,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Laborers,1.0,0,23,0,2.5945205479452054
F,0,0,1,180000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Laborers,3.0,0,45,0,0.8027397260273973
F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Unknown,1.0,0,54,0,1.9726027397260275
F,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,43,0,3.5835616438356164
F,1,0,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,46,0,8.01917808219178
M,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,46,0,0.8164383561643835
F,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,56,0,2.915068493150685
F,1,0,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,0,33,0,1.8273972602739723
F,1,0,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,56,1,0.0
M,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,50,0,10.63835616438356
F,0,1,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Managers,2.0,0,44,0,26.56986301369863
F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2.0,0,38,0,2.1534246575342464
F,0,1,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,54,0,0.7589041095890411
F,0,1,0,171000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,28,0,5.67945205479452
F,1,1,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1.0,0,64,1,0.0
M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Waiters/barmen staff,1.0,0,25,0,3.991780821917808
M,1,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,3.0,0,41,0,10.536986301369865
F,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,25,0,2.819178082191781
M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,52,0,1.4958904109589042
F,1,1,3,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,5.0,0,35,0,2.068493150684932
M,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Unknown,3.0,0,37,0,15.449315068493153
M,1,0,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3.0,0,28,0,5.145205479452055
F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1.0,0,62,1,0.0
F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1.0,0,64,1,0.0
F,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,0,27,0,5.608219178082192
F,0,1,0,141750.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2.0,0,55,1,0.0
F,0,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,61,0,6.035616438356165
F,1,0,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,2.0,0,53,0,4.597260273972603
M,0,1,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,58,1,0.0
M,1,0,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,29,0,6.693150684931507
M,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Unknown,3.0,0,37,0,15.449315068493153
M,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,63,1,0.0
F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Unknown,1.0,0,54,0,1.9726027397260275
F,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,51,0,7.328767123287672
F,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2.0,0,50,0,3.0493150684931507
F,0,1,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,3.0,0,36,0,10.07945205479452
M,1,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Drivers,1.0,0,29,0,3.213698630136986
F,0,0,2,450000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4.0,0,32,0,0.6054794520547945
M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Laborers,1.0,0,30,0,11.783561643835617
F,0,1,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2.0,0,43,0,3.8054794520547945
F,0,1,1,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3.0,0,56,1,0.0
F,0,1,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,5.0,0,42,0,22.19178082191781
F,0,0,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1.0,0,64,1,0.0
F,1,1,0,185400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1.0,0,64,1,0.0
F,0,1,2,225000.0,Working,Higher education,Married,Co-op apartment,1,0,0,0,Laborers,4.0,0,42,0,0.9342465753424658
F,1,1,0,270000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,44,0,22.54794520547945
F,0,1,2,270000.0,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,3.0,1,28,0,7.52054794520548
F,0,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,0,58,0,2.213698630136986
F,0,1,0,180000.0,Working,Lower secondary,Widow,House / apartment,1,1,1,0,Cleaning staff,1.0,1,46,0,6.101369863013699
F,0,0,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4.0,0,39,0,19.36438356164384
M,1,0,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1.0,0,50,0,3.2986301369863016
F,0,0,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,40,0,2.515068493150685
F,0,0,2,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,4.0,0,35,0,10.517808219178082
F,0,0,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2.0,0,55,1,0.0
F,0,0,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3.0,0,44,0,5.367123287671233
M,0,1,1,225000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3.0,0,28,0,2.9616438356164383
M,0,1,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Unknown,4.0,0,35,0,12.558904109589042
F,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2.0,0,37,0,3.441095890410959
F,1,0,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Unknown,1.0,0,54,0,27.19178082191781
F,0,0,0,121500.0,State servant,Higher education,Married,House / apartment,1,1,0,0,Accountants,2.0,0,60,0,14.353424657534246
F,0,0,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,2.0,0,53,1,0.0
F,1,1,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Sales staff,4.0,0,31,0,3.202739726027397
F,0,1,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2.0,0,53,0,7.758904109589041
